X,Y,OBJECTID,site_name,feature_type_name,EASTING,NORTHING,asset_id_code,site_code,number_bins,bin_size,lon,lat,ward
324187.16,673046.16,2484970,Morrison Crescent,WS: Communal Bin,324187,673046,,7904502,2,1100.0,-3.2154126279375825,55.94445254690017,City Centre
324507.8,672983.82,2484971,Gardner's Crescent,WS: Communal Bin,324508,672984,,7903429,1,1280.0,-3.210257039688459,55.94394620387517,Fountainbridge / Craiglockhart
324513.47,672970.6,2484972,Gardner's Crescent,WS: Communal Bin,324513,672971,,7903429,1,1280.0,-3.2101733635876317,55.94383021434081,Fountainbridge / Craiglockhart
324522.2,672948.25,2484973,Gardner's Crescent,WS: Communal Bin,324522,672948,,7903429,4,1280.0,-3.2100228599428253,55.943625026126384,Fountainbridge / Craiglockhart
324530.96,672974.32,2484974,Gardner's Crescent,WS: Communal Bin,324531,672974,,7903429,5,1280.0,-3.2098860843300194,55.943859992692424,Fountainbridge / Craiglockhart
324541.94,672989.380000001,2484975,Gardner's Crescent,WS: Communal Bin,324542,672989,,7903429,1,1280.0,-3.2097142124886164,55.94399646318299,Fountainbridge / Craiglockhart
324526.36,672987.51,2484976,Gardner's Crescent,WS: Communal Bin,324526,672988,,7903429,1,1280.0,-3.2099700397961612,55.94398496517876,Fountainbridge / Craiglockhart
326004.54,674709.210000001,2484977,Gayfield Square,WS: Side Loading Communal,326005,674709,,7901797,1,3200.0,-3.1867688938558727,55.9596746511513,City Centre
326133.03,674888.050000001,2484978,Hopetoun Crescent,WS: Communal Bin,326133,674888,,7901869,1,1100.0,-3.184768320643365,55.961302299509335,Leith Walk
327651.47,676355.890000001,2484979,Bath Road,WS: Packaging,327651,676356,,7901061,2,1100.0,-3.1608537530785554,55.974720505943054,Leith
327130.01,674668.119999999,2484980,Norton Park,WS: Food Waste Communal,327130,674668,,7902059,1,240.0,-3.168742706891724,55.95947855091943,Leith Walk
327129.91,674662.51,2484981,Norton Park,WS: Communal Bin,327130,674663,,7902059,4,1100.0,-3.1687413530384942,55.95943363659211,Leith Walk
326136.0,675733.01,2484982,Carmichael Place,WS: Bottle Bank - Mixed,326136,675733,,7905759,1,360.0,-3.1849522785765907,55.96889323191625,Leith Walk
326135.75,675733.82,2484983,Carmichael Place,WS: Packaging,326136,675734,,7905759,1,1280.0,-3.1849525531988534,55.9689022147156,Leith Walk
326560.88,671796.779999999,2484984,West Mayfield,WS: Communal Bin,326561,671797,,7903950,3,1280.0,-3.1770714748984927,55.933602006727895,Southside / Newington
327521.56,671369.560000001,2484985,Cameron Crescent,WS: Chamberlain Bin,327522,671370,,7903988,4,940.0,-3.161578086659616,55.92991230044652,Southside / Newington
326135.58,675732.08,2484986,Carmichael Place,WS: Communal Bin,326136,675732,,7905759,2,1280.0,-3.184952003954485,55.968884249116876,Leith Walk
325999.16,675938.43,2484987,Bonnyhaugh Lane,WS: Packaging,325999,675938,,7901078,1,1280.0,-3.1872030301726326,55.970713584484095,Leith Walk
322204.96,670903.23,2484988,Slateford Road,WS: Paper Bank,322205,670903,,7903259,1,1280.0,-3.246519495386382,55.92488564590177,Fountainbridge / Craiglockhart
323289.64,669863.140000001,2484989,Morham Gait,WS: Packaging,323290,669863,,7905350,1,1280.0,-3.2288652128616686,55.91571808455816,Fountainbridge / Craiglockhart
326417.05,675878.91,2484990,Bonnington Gait,WS: Communal Bin,326417,675879,,7905310,3,1100.0,-3.1804914006581155,55.97024791859172,Leith Walk
326404.73,675873.59,2484991,Bonnington Gait,WS: Communal Bin,326405,675874,,7905310,3,1100.0,-3.1806822451068912,55.97020116313459,Leith Walk
326437.96,675862.07,2484992,Bonnington Gait,WS: Communal Bin,326438,675862,,7905310,2,1100.0,-3.1801503785114753,55.970098432500755,Leith Walk
326143.48,676255.529999999,2484993,Pitt Street,WS: Communal Bin,326143,676256,,7901248,4,1100.0,-3.184983793802692,55.973592312300745,Leith Walk
325296.01,675255.310000001,2484994,Boat Green,WS: Packaging,325296,675255,,7901071,1,1280.0,-3.198273879412142,55.96446936660198,Leith Walk
325370.39,675418.9,2484995,Logie Green Road,WS: Bottle Bank - Mixed,325370,675419,,7901205,1,660.0,-3.197134245376434,55.965954058963206,Leith Walk
325368.58,675422.41,2484996,Logie Green Road,WS: Food Waste Communal,325369,675422,,7901205,1,500.0,-3.197151093483712,55.96598085166151,Leith Walk
322625.0,671378.0,2484997,Appin Place,WS: Communal Bin,322625,671378,,7905553,1,1280.0,-3.2399363350893435,55.929220245954454,Fountainbridge / Craiglockhart
322625.0,671378.0,2484998,Appin Place,WS: Bottle Bank - Mixed,322625,671378,,7905553,1,360.0,-3.2399363350893435,55.929220245954454,Fountainbridge / Craiglockhart
322592.41,671331.189999999,2484999,Appin Lane,WS: Paper Bank,322592,671331,,7905552,1,240.0,-3.240450858324347,55.92879274338468,Fountainbridge / Craiglockhart
323641.94,674145.279999999,2485000,Ravelston Terrace,WS: Paper Bank,323642,674145,,7903175,2,1280.0,-3.224447945993693,55.95423815309849,Corstorphine / Murrayfield
327146.06,675348.699999999,2485001,St Clair Avenue,WS: Communal Bin,327146,675349,,7901311,2,1280.0,-3.1686708837753397,55.96559830958152,Leith Walk
326064.38,676735.27,2485002,North Hillhousefield,WS: Communal Bin,326064,676735,,7901229,3,1280.0,-3.186381029778266,55.97788289162131,Leith
326242.79,676839.140000001,2485003,Lindsay Road,WS: Communal Bin,326243,676839,,7901195,2,1280.0,-3.1835418324849267,55.97884467319829,Leith
325051.73,675518.550000001,2485004,Eildon Terrace,WS: Communal Bin,325052,675519,,7904141,1,1280.0,-3.2022551391054326,55.96680275009233,Inverleith
326510.95,674686.640000001,2485005,West Montgomery Place,WS: Food Waste Communal,326511,674687,,7902275,1,240.0,-3.178660125636164,55.95955480507022,Leith Walk
322392.0,673109.0,2485006,Riversdale Crescent,WS: Paper Bank,322392,673109,,7903187,1,,-3.2441628520366135,55.94473162421003,Corstorphine / Murrayfield
324536.06,671481.279999999,2485007,Morningside Road,WS: Food Waste Communal,324536,671481,,7903068,1,,-3.2093880145335274,55.93044951040076,Morningside
325969.68,671812.970000001,2485008,Dick Place,WS: Communal Bin,325970,671813,,7901744,1,1100.0,-3.1865333914399887,55.93365498887773,Southside / Newington
320917.0,672064.0,2485009,Carrick Knowe Avenue,WS: Packaging,320917,672064,,7902615,1,1100.0,-3.2674660661034114,55.93510413107403,Corstorphine / Murrayfield
320925.0,672040.0,2485010,Carrick Knowe Avenue,WS: Packaging,320925,672040,,7902615,1,1100.0,-3.2673310044657975,55.934889866635785,Corstorphine / Murrayfield
326288.01,673586.42,2485011,Morgan Lane,WS: Packaging,326288,673586,,7906014,4,,-3.1819296276215683,55.949630498597365,City Centre
326288.26,673584.949999999,2485012,Morgan Lane,WS: Communal Bin,326288,673585,,7906014,2,1280.0,-3.1819293538979108,55.94962151575993,City Centre
326262.84,673587.93,2485013,Morgan Lane,WS: Bottle Bank - Mixed,326263,673588,,7906014,2,,-3.1823304053071952,55.9496446239289,City Centre
326261.24,673588.630000001,2485014,Morgan Lane,WS: Packaging,326261,673589,,7906014,3,,-3.1823626975461674,55.9496532994813,City Centre
326261.37,673588.08,2485015,Holyrood Road,WS: Communal Bin,326261,673588,,7901866,5,1280.0,-3.1823624237220156,55.94964431664529,City Centre
326261.27,673590.49,2485016,Morgan Lane,WS: Paper Bank,326261,673590,,7906014,2,,-3.1823629713704733,55.94966228231728,City Centre
326325.54,673656.810000001,2485017,Charteris Place,WS: Food Waste Communal,326326,673657,,7906013,2,1280.0,-3.1813407025375633,55.95027411498708,City Centre
326325.41,673656.939999999,2485018,Charteris Place,WS: Bottle Bank - Mixed,326325,673657,,7906013,2,,-3.1813567120104893,55.95027396147375,City Centre
326325.54,673656.67,2485019,Charteris Place,WS: Packaging,326326,673657,,7906013,8,,-3.1813407025375633,55.95027411498708,City Centre
326325.29,673658.02,2485020,Charteris Place,WS: Paper Bank,326325,673658,,7906013,2,,-3.181356985608282,55.950282944312086,City Centre
326325.67,673657.470000001,2485021,Charteris Place,WS: Communal Bin,326326,673657,,7906013,9,1280.0,-3.1813407025375633,55.95027411498708,City Centre
326319.15,673675.630000001,2485022,Old Playhouse Close,WS: Food Waste Communal,326319,673676,,7903842,2,1280.0,-3.1814579676518173,55.95044371427005,City Centre
326318.89,673675.779999999,2485023,Old Playhouse Close,WS: Bottle Bank - Mixed,326319,673676,,7903842,1,,-3.1814579676518173,55.95044371427005,City Centre
326319.02,673675.369999999,2485024,Old Playhouse Close,WS: Paper Bank,326319,673675,,7903842,1,,-3.1814576940289925,55.95043473143229,City Centre
326308.08,673678.9,2485025,Old Playhouse Close,WS: Packaging,326308,673679,,7903842,4,,-3.181634893599437,55.95046897384973,City Centre
326310.54,673673.51,2485026,Old Playhouse Close,WS: Communal Bin,326311,673674,,7903842,4,1280.0,-3.1815854966805173,55.95042452030624,City Centre
327057.27,675876.91,2485027,Academy Street,WS: Packaging,327057,675877,,7901042,1,1280.0,-3.1702394827260902,55.97032772678556,Leith
324967.47,672705.65,2485028,Valleyfield Street,WS: Chamberlain Bin,324967,672706,,7903357,2,940.0,-3.202832527458154,55.94152095323654,City Centre
327260.09,675619.07,2485029,Academy Park,WS: Chamberlain Bin,327260,675619,,7902305,2,940.0,-3.166918085365553,55.968040984285786,Leith Walk
322371.0,671571.0,2485030,Hutchison Road,WS: Packaging,322371,671571,,7902953,2,1280.0,-3.2440560054022978,55.930912916862844,Fountainbridge / Craiglockhart
322371.0,671571.0,2485031,Hutchison Road,WS: Communal Bin,322371,671571,,7902953,2,1280.0,-3.2440560054022978,55.930912916862844,Fountainbridge / Craiglockhart
327797.84,671475.880000001,2485032,Peffermill Road,WS: Food Waste Communal,327798,671476,,7902091,1,240.0,-3.157190139203836,55.930906064444706,Southside / Newington
325954.78,676157.970000001,2485034,Mulberry Place,WS: Food Waste Communal,325955,676158,,7906571,1,240.0,-3.1879683920958053,55.972683005629854,Leith Walk
325955.58,676157.24,2485035,Mulberry Place,WS: Bottle Bank - Mixed,325956,676157,,7906571,1,660.0,-3.187952098052038,55.97267417725818,Leith Walk
325954.84,676157.970000001,2485036,Mulberry Place,WS: Packaging,325955,676158,,7906571,2,1280.0,-3.1879683920958053,55.972683005629854,Leith Walk
326171.28,675903.890000001,2485037,Ashley Place,WS: Packaging,326171,675904,,7901051,2,1280.0,-3.1844386190919054,55.97043467995375,Leith Walk
326171.28,675903.890000001,2485038,Ashley Place,WS: Bottle Bank - Mixed,326171,675904,,7901051,1,660.0,-3.1844386190919054,55.97043467995375,Leith Walk
326171.28,675903.890000001,2485039,Ashley Place,WS: Food Waste Communal,326171,675904,,7901051,1,500.0,-3.1844386190919054,55.97043467995375,Leith Walk
326171.28,675903.890000001,2485040,Ashley Place,WS: Communal Bin,326171,675904,,7901051,3,1280.0,-3.1844386190919054,55.97043467995375,Leith Walk
326199.41,675939.210000001,2485041,Ashley Place,WS: Communal Bin,326199,675939,,7901051,4,1280.0,-3.18399972585126,55.97075338775908,Leith Walk
325137.7,674592.140000001,2485042,Cumberland Street,WS: Side Loading Communal,325138,674592,,7902753,3,3200.0,-3.200619840734515,55.95848916503033,City Centre
325006.94,674555.890000001,2485043,Cumberland Street,WS: Side Loading Communal,325007,674556,,7902753,2,3200.0,-3.2027074792724766,55.95814532780451,City Centre
330205.0,673417.0,2485044,Park Avenue,WS: Food Waste Communal,330205,673417,,7902429,2,500.0,-3.119176597034331,55.948698016626764,Portobello / Craigmillar
323258.0,677629.0,2485045,Hesperus Crossway,WS: Bottle Bank - Mixed,323258,677629,,7905545,4,660.0,-3.2315901635475317,55.98547243428664,Forth
323258.0,677629.0,2485046,Hesperus Crossway,WS: Food Waste Communal,323258,677629,,7905545,4,500.0,-3.2315901635475317,55.98547243428664,Forth
323258.0,677629.0,2485047,Hesperus Crossway,WS: Packaging,323258,677629,,7905545,14,1280.0,-3.2315901635475317,55.98547243428664,Forth
323258.0,677629.0,2485048,Hesperus Crossway,WS: Communal Bin,323258,677629,,7905545,18,1280.0,-3.2315901635475317,55.98547243428664,Forth
325923.0,671027.0,2485049,Charterhall Grove,WS: Food Waste Communal,325923,671027,,7901703,1,240.0,-3.1870695695170723,55.92658722186358,Southside / Newington
324283.64,672929.66,2485050,McEwan Square,WS: Chamberlain Bin,324284,672930,,7905767,3,4000.0,-3.213827358557672,55.943425858128364,Fountainbridge / Craiglockhart
324320.0,672881.859999999,2485051,McEwan Square,WS: Chamberlain Bin,324320,672882,,7905767,3,4000.0,-3.2132376424957387,55.94300036297413,Fountainbridge / Craiglockhart
324397.97,672931.82,2485052,Brandfield Street,WS: Chamberlain Bin,324398,672932,,7904495,2,4000.0,-3.2120031825399558,55.94346179016517,Fountainbridge / Craiglockhart
329367.0,671761.0,2485053,Harewood Crescent,WS: Bottle Bank - Mixed,329367,671761,,7901844,1,660.0,-3.1321580811540994,55.93369955298674,Portobello / Craigmillar
329367.0,671761.0,2485054,Harewood Crescent,WS: Food Waste Communal,329367,671761,,7901844,1,500.0,-3.1321580811540994,55.93369955298674,Portobello / Craigmillar
329367.0,671761.0,2485055,Harewood Crescent,WS: Packaging,329367,671761,,7901844,2,1280.0,-3.1321580811540994,55.93369955298674,Portobello / Craigmillar
329367.0,671761.0,2485056,Harewood Crescent,WS: Communal Bin,329367,671761,,7901844,2,1280.0,-3.1321580811540994,55.93369955298674,Portobello / Craigmillar
332353.0,671889.0,2485057,Glennie Road,WS: Bottle Bank - Mixed,332353,671889,,7906177,1,660.0,-3.084404848745317,55.9352793585749,Portobello / Craigmillar
332353.0,671889.0,2485058,Glennie Road,WS: Food Waste Communal,332353,671889,,7906177,1,500.0,-3.084404848745317,55.9352793585749,Portobello / Craigmillar
332353.0,671889.0,2485059,Glennie Road,WS: Packaging,332353,671889,,7906177,2,1280.0,-3.084404848745317,55.9352793585749,Portobello / Craigmillar
332353.0,671889.0,2485060,Glennie Road,WS: Communal Bin,332353,671889,,7906177,4,1280.0,-3.084404848745317,55.9352793585749,Portobello / Craigmillar
321942.0,671711.0,2485061,Elfin Square,WS: Bottle Bank - Mixed,321942,671711,,7906291,5,660.0,-3.250961000383574,55.93210095838414,Fountainbridge / Craiglockhart
321942.0,671711.0,2485062,Elfin Square,WS: Food Waste Communal,321942,671711,,7906291,7,500.0,-3.250961000383574,55.93210095838414,Fountainbridge / Craiglockhart
321942.0,671711.0,2485063,Elfin Square,WS: Packaging,321942,671711,,7906291,14,1280.0,-3.250961000383574,55.93210095838414,Fountainbridge / Craiglockhart
321942.0,671711.0,2485064,Elfin Square,WS: Communal Bin,321942,671711,,7906291,22,1280.0,-3.250961000383574,55.93210095838414,Fountainbridge / Craiglockhart
329367.0,671761.0,2485065,Harewood Crescent,WS: Bottle Bank - Mixed,329367,671761,,7901844,1,660.0,-3.1321580811540994,55.93369955298674,Portobello / Craigmillar
329367.0,671761.0,2485066,Harewood Crescent,WS: Food Waste Communal,329367,671761,,7901844,1,500.0,-3.1321580811540994,55.93369955298674,Portobello / Craigmillar
329367.0,671761.0,2485067,Harewood Crescent,WS: Packaging,329367,671761,,7901844,2,1280.0,-3.1321580811540994,55.93369955298674,Portobello / Craigmillar
329367.0,671761.0,2485068,Harewood Crescent,WS: Communal Bin,329367,671761,,7901844,2,1280.0,-3.1321580811540994,55.93369955298674,Portobello / Craigmillar
329444.0,671793.0,2485070,Harewood Crescent,WS: Food Waste Communal,329444,671793,,7901844,1,500.0,-3.1309342325996594,55.93399832984999,Portobello / Craigmillar
329444.0,671793.0,2485071,Harewood Crescent,WS: Packaging,329444,671793,,7901844,3,1280.0,-3.1309342325996594,55.93399832984999,Portobello / Craigmillar
329444.0,671793.0,2485072,Harewood Crescent,WS: Communal Bin,329444,671793,,7901844,5,1280.0,-3.1309342325996594,55.93399832984999,Portobello / Craigmillar
323918.0,675604.0,2485073,Kinnear Road,WS: Bottle Bank - Mixed,323918,675604,,7901457,1,360.0,-3.2204414185381025,55.967387742745316,Inverleith
323918.0,675604.0,2485074,Kinnear Road,WS: Food Waste Communal,323918,675604,,7901457,1,240.0,-3.2204414185381025,55.967387742745316,Inverleith
323918.0,675604.0,2485075,Kinnear Road,WS: Packaging,323918,675604,,7901457,2,1280.0,-3.2204414185381025,55.967387742745316,Inverleith
323948.0,675616.0,2485076,Kinnear Road,WS: Communal Bin,323948,675616,,7901457,1,1280.0,-3.2199643218166596,55.9675002927335,Inverleith
323948.0,675616.0,2485077,Kinnear Road,WS: Bottle Bank - Mixed,323948,675616,,7901457,1,360.0,-3.2199643218166596,55.9675002927335,Inverleith
323948.0,675616.0,2485078,Kinnear Road,WS: Food Waste Communal,323948,675616,,7901457,1,240.0,-3.2199643218166596,55.9675002927335,Inverleith
323948.0,675616.0,2485079,Kinnear Road,WS: Packaging,323948,675616,,7901457,2,1280.0,-3.2199643218166596,55.9675002927335,Inverleith
323948.0,675616.0,2485080,Kinnear Road,WS: Communal Bin,323948,675616,,7901457,1,1280.0,-3.2199643218166596,55.9675002927335,Inverleith
329452.0,671832.0,2485081,Harewood Road,WS: Bottle Bank - Mixed,329452,671832,,7906294,1,660.0,-3.1308164159905068,55.93434984313504,Portobello / Craigmillar
329452.0,671832.0,2485082,Harewood Road,WS: Food Waste Communal,329452,671832,,7906294,1,500.0,-3.1308164159905068,55.93434984313504,Portobello / Craigmillar
329452.0,671832.0,2485083,Harewood Road,WS: Packaging,329452,671832,,7906294,3,1280.0,-3.1308164159905068,55.93434984313504,Portobello / Craigmillar
329452.0,671832.0,2485084,Harewood Road,WS: Communal Bin,329452,671832,,7906294,5,1280.0,-3.1308164159905068,55.93434984313504,Portobello / Craigmillar
326228.72,675280.359999999,2485085,Dryden Gait,WS: Packaging,326229,675280,,7905233,2,1280.0,-3.1833384523982478,55.96483833455741,Leith Walk
326183.0,675271.0,2485086,Dryden Gait,WS: Packaging,326183,675271,,7905233,1,1280.0,-3.184072694629465,55.9647504123816,Leith Walk
325303.0,674946.0,2485087,Eyre Place,WS: Packaging,325303,674946,,7902510,2,1280.0,-3.198075990685289,55.96169478235586,Inverleith
325323.0,674954.0,2485088,Eyre Place,WS: Food Waste Communal,325323,674954,,7902510,1,500.0,-3.197757928970686,55.96176975822205,Inverleith
323610.0,668703.0,2485089,Oxgangs Road North,WS: Packaging,323610,668703,,7900972,1,360.0,-3.2234185969159435,55.90534905835786,Colinton / Fairmilehead
319925.71,673852.43,2485090,Larchwood Square,WS: Packaging,319926,673852,,7905804,2,1280.0,-3.2838560268018324,55.95100063897285,Drum Brae / Gyle
320005.97,673858.65,2485091,Larchwood Square,WS: Communal Bin,320006,673859,,7905804,3,1280.0,-3.2825773730642607,55.95107685620745,Drum Brae / Gyle
320000.02,673928.1,2485092,Birchwood View,WS: Food Waste Communal,320000,673928,,7905802,1,240.0,-3.2826939259344923,55.95169564832255,Drum Brae / Gyle
319988.31,673923.23,2485093,Birchwood View,WS: Packaging,319988,673923,,7905802,2,1280.0,-3.282884553731925,55.951648735537155,Drum Brae / Gyle
319978.59,673933.23,2485094,Birchwood View,WS: Communal Bin,319979,673933,,7905802,1,1280.0,-3.2830316101073906,55.951737060036166,Drum Brae / Gyle
319915.42,673970.439999999,2485095,Greenwood Close,WS: Paper Bank,319915,673970,,7905803,1,1280.0,-3.2840672190517006,55.95205873750447,Drum Brae / Gyle
319900.77,673784.1,2485096,Ashwood Gait,WS: Paper Bank,319901,673784,,7905795,1,1280.0,-3.2842360309438554,55.950385658227965,Drum Brae / Gyle
319900.63,673782.92,2485097,Ashwood Gait,WS: Packaging,319901,673783,,7905795,2,1280.0,-3.284235733527593,55.950376675737196,Drum Brae / Gyle
319901.14,673783.24,2485098,Ashwood Gait,WS: Bottle Bank - Mixed,319901,673783,,7905795,1,360.0,-3.284235733527593,55.950376675737196,Drum Brae / Gyle
326704.05,675563.77,2485099,Springfield Lane,WS: Packaging,326704,675564,,7904607,1,1280.0,-3.175808465548829,55.96746227840231,Leith Walk
327329.45,674763.27,2485100,Albion Gardens,WS: Communal Bin,327329,674763,,7905314,5,1280.0,-3.1655817022025734,55.96036210936679,Leith Walk
327318.08,674784.77,2485101,Albion Gardens,WS: Communal Bin,327318,674785,,7905314,3,1280.0,-3.1657637951793363,55.960558066146035,Leith Walk
327255.07,674810.08,2485102,Albion Gardens,WS: Packaging,327255,674810,,7905314,1,1280.0,-3.1667794228980073,55.960773088829654,Leith Walk
327201.86,675306.91,2485103,St Clair Road,WS: Packaging,327202,675307,,7901313,2,1280.0,-3.167762629278326,55.965229532243875,Leith Walk
327201.48,675306.109999999,2485104,St Clair Road,WS: Food Waste Communal,327201,675306,,7901313,1,240.0,-3.167778374396645,55.96522039760787,Leith Walk
327201.68,675305.289999999,2485105,St Clair Road,WS: Chamberlain Bin,327202,675305,,7901313,4,940.0,-3.167762088073595,55.965211566523585,Leith Walk
327059.89,675671.560000001,2485106,Gordon Street,WS: Chamberlain Bin,327060,675672,,7901154,1,940.0,-3.1701358330163023,55.968486699599815,Leith
327039.43,675681.800000001,2485107,Gordon Street,WS: Chamberlain Bin,327039,675682,,7901154,1,940.0,-3.170474903806812,55.96857333373873,Leith
326983.17,675749.93,2485108,Manderston Street,WS: Chamberlain Bin,326983,675750,,7901212,2,940.0,-3.1713903211098327,55.96917564435531,Leith
326946.92,675725.07,2485109,Manderston Street,WS: Chamberlain Bin,326947,675725,,7901212,2,940.0,-3.171960154658179,55.96894559086618,Leith
327001.85,675709.18,2485110,Gordon Street,WS: Chamberlain Bin,327002,675709,,7901154,1,940.0,-3.1710748639522435,55.96881024018715,Leith
326224.39,675008.720000001,2485111,Mcdonald Road,WS: Communal Bin,326224,675009,,7902522,2,1100.0,-3.183344220503809,55.962403223437725,Leith Walk
326989.89,675715.26,2485112,Gordon Street,WS: Chamberlain Bin,326990,675715,,7901154,1,940.0,-3.171268698864373,55.968862310560404,Leith
326163.04,675082.470000001,2485113,Mcdonald Road,WS: Chamberlain Bin,326163,675082,,7902522,4,940.0,-3.18434113502553,55.96304958328063,Leith Walk
327018.92,675752.470000001,2485114,Gordon Street,WS: Chamberlain Bin,327019,675752,,7901154,1,940.0,-3.170814239693006,55.9691990898105,Leith
327058.7,675727.99,2485115,Gordon Street,WS: Chamberlain Bin,327059,675728,,7901154,1,940.0,-3.1701670369073085,55.968989586958905,Leith
327047.94,675709.73,2485116,Gordon Street,WS: Chamberlain Bin,327048,675710,,7901154,1,940.0,-3.170338344531228,55.96882622256341,Leith
327039.16,675697.84,2485117,Gordon Street,WS: Chamberlain Bin,327039,675698,,7901154,1,940.0,-3.170479244064689,55.9687170592815,Leith
327026.46,675691.369999999,2485118,Gordon Street,WS: Chamberlain Bin,327026,675691,,7901154,1,940.0,-3.1706855677905854,55.96865220144389,Leith
327073.96,675663.84,2485119,Gordon Street,WS: Chamberlain Bin,327074,675664,,7901154,1,940.0,-3.169909425149005,55.968416965853294,Leith
327087.75,675655.310000001,2485120,Gordon Street,WS: Chamberlain Bin,327088,675655,,7901154,1,940.0,-3.169682747013138,55.96833824883716,Leith
326228.2,675280.890000001,2485121,Dryden Gait,WS: Communal Bin,326228,675281,,7905233,5,1280.0,-3.1833547420820376,55.96484716356901,Leith Walk
327082.71,675674.380000001,2485122,Gordon Street,WS: Chamberlain Bin,327083,675674,,7901154,1,940.0,-3.1697679828798946,55.96850816279354,Leith
327090.38,675684.42,2485123,Gordon Street,WS: Chamberlain Bin,327090,675684,,7901154,1,940.0,-3.1696585741573666,55.96859905552288,Leith
327102.87,675693.560000001,2485124,Gordon Street,WS: Chamberlain Bin,327103,675694,,7901154,1,940.0,-3.1694530620586443,55.96869086019717,Leith
326491.26,675962.57,2485125,Bonnington Road,WS: Food Waste Communal,326491,675963,,7901075,1,240.0,-3.179329048732409,55.97101382374009,Leith Walk
327137.22,675649.4,2485126,Easter Road,WS: Chamberlain Bin,327137,675649,,7903480,2,940.0,-3.168896288563972,55.968291798689386,Leith
326490.63,675962.199999999,2485127,Bonnington Road,WS: Communal Bin,326491,675962,,7901075,2,1280.0,-3.179328775391279,55.97100484092561,Leith Walk
327112.17,675625.75,2485128,Gordon Street,WS: Chamberlain Bin,327112,675626,,7901154,2,940.0,-3.169290480382187,55.96808139427935,Leith
326965.38,675531.550000001,2485129,Halmyre Street,WS: Packaging,326965,675532,,7901162,2,1280.0,-3.1716194388937895,55.96721464361592,Leith Walk
326965.69,675532.26,2485130,Halmyre Street,WS: Communal Bin,326966,675532,,7901162,2,1280.0,-3.1716034223712892,55.96721479589435,Leith Walk
327688.22,676105.630000001,2485131,Pillans Place,WS: Food Waste Communal,327688,676106,,7905865,1,500.0,-3.1601937892244694,55.972480369625444,Leith
327687.24,676108.130000001,2485132,Pillans Place,WS: Packaging,327687,676108,,7905865,3,1100.0,-3.1602103458400137,55.972498184567314,Leith
327684.99,676104.99,2485133,Pillans Place,WS: Communal Bin,327685,676105,,7905865,5,1280.0,-3.1602415765788683,55.972470934329976,Leith
327683.7,676104.289999999,2485134,Pillans Place,WS: Bottle Bank - Mixed,327684,676104,,7905865,1,660.0,-3.1602573264003886,55.97246180064509,Leith
327691.55,676112.699999999,2485135,Pillans Place,WS: Food Waste Communal,327692,676113,,7905865,1,500.0,-3.160131596529124,55.97254385294206,Leith
327690.2,676119.57,2485136,Pillans Place,WS: Packaging,327690,676120,,7905865,3,1280.0,-3.160165516524605,55.972606431460456,Leith
327691.95,676117.439999999,2485137,Pillans Place,WS: Communal Bin,327692,676117,,7905865,4,1280.0,-3.1601326721652976,55.97257978443685,Leith
327691.71,676113.93,2485138,Pillans Place,WS: Bottle Bank - Mixed,327692,676114,,7905865,1,360.0,-3.160131865437939,55.97255283581578,Leith
327655.15,676136.25,2485139,Chandler Crescent,WS: Packaging,327655,676136,,7906267,2,1100.0,-3.160730479733378,55.972744878105466,Leith
327655.49,676137.1,2485140,Chandler Crescent,WS: Food Waste Communal,327655,676137,,7906267,1,500.0,-3.1607307487829903,55.972753860977,Leith
327654.38,676141.630000001,2485141,Chandler Crescent,WS: Bottle Bank - Mixed,327654,676142,,7906267,1,660.0,-3.16074811292467,55.972798624458626,Leith
327657.99,676135.26,2485142,Chandler Crescent,WS: Communal Bin,327658,676135,,7906267,3,1280.0,-3.1606821540869565,55.972736347847636,Leith
327633.62,676146.08,2485143,Chandler Crescent,WS: Packaging,327634,676146,,7906267,2,1280.0,-3.1610695672335907,55.97283153798791,Leith
327633.93,676146.460000001,2485144,Chandler Crescent,WS: Food Waste Communal,327634,676146,,7906267,1,240.0,-3.1610695672335907,55.97283153798791,Leith
327633.87,676145.800000001,2485145,Chandler Crescent,WS: Bottle Bank - Mixed,327634,676146,,7906267,1,360.0,-3.1610695672335907,55.97283153798791,Leith
327633.19,676143.699999999,2485146,Chandler Crescent,WS: Communal Bin,327633,676144,,7906267,2,1100.0,-3.161085047871455,55.97281342132768,Leith
327613.68,676111.52,2485147,Chandler Crescent,WS: Packaging,327614,676112,,7906267,2,1100.0,-3.1613807924435813,55.972523101634685,Leith
327613.67,676111.65,2485148,Chandler Crescent,WS: Communal Bin,327614,676112,,7906267,2,1100.0,-3.1613807924435813,55.972523101634685,Leith
327615.71,676111.460000001,2485149,Chandler Crescent,WS: Food Waste Communal,327616,676111,,7906267,1,240.0,-3.1613484857051777,55.972514420677676,Leith
327616.56,676111.57,2485150,Chandler Crescent,WS: Bottle Bank - Mixed,327617,676112,,7906267,1,360.0,-3.1613327361214663,55.97252355450089,Leith
319748.89,672612.98,2485151,Ladywell Avenue,WS: Chamberlain Bin,319749,672613,,7900457,2,940.0,-3.28632056408737,55.93984177223656,Corstorphine / Murrayfield
319743.98,674081.99,2485152,Essendean Terrace,WS: Packaging,319744,674082,,7900432,1,1280.0,-3.286838237030805,55.95303621168549,Drum Brae / Gyle
